anio,caso,medio,link,fase_produccion,objetivo,pais,categoria,fecha,fase
2025.0,Detector de deepfakes para imágenes fijas desarrollado por la BBC con la Universidad de Oxford. Genera mapas de calor de las zonas manipuladas y permite buscar si la imagen ya ha sido identificada como falsa.,BBC,(Reuters Institute),Previa,IA Responsable,Reino Unido,Verificación,2025-03-26,Previa
2025.0,Detector de deepfakes para imágenes fijas desarrollado por la BBC con la Universidad de Oxford. Genera mapas de calor de las zonas manipuladas y permite buscar si la imagen ya ha sido identificada como falsa.,BBC,(Reuters Institute),Previa,IA Responsable,Reino Unido,Texto,2025-03-26,Previa
2025.0,Detector de deepfakes para imágenes fijas desarrollado por la BBC con la Universidad de Oxford. Genera mapas de calor de las zonas manipuladas y permite buscar si la imagen ya ha sido identificada como falsa.,BBC,(Reuters Institute),Previa,IA Responsable,Reino Unido,Foto,2025-03-26,Previa
2025.0,Búsqueda de temas y palabras clave en grandes volúmenes de vídeo (Internet Archive) para clasificarlos según su relevancia periodística.,New York Times,(Reuters Institute),Previa,Eficiència producció,Estados Unidos,Texto,2025-03-26,Previa
2025.0,Búsqueda de temas y palabras clave en grandes volúmenes de vídeo (Internet Archive) para clasificarlos según su relevancia periodística.,New York Times,(Reuters Institute),Previa,Eficiència producció,Estados Unidos,Video,2025-03-26,Previa
2025.0,Herramienta para detectar cambios en webs e identificar si se han borrado noticias después de haber sido publicadas.,New York Times,(Reuters Institute),Previa,,Estados Unidos,Texto,2025-03-26,Previa
2025.0,"Sincronización de labios y expresiones faciales mediante IA en la película sueca *Watch the Skies* (2022), para adaptar el diálogo del sueco al inglés.
",Crazy Pictures (productora),(Mediavision),Producción,Eficiència producció,Suecia,Audio,2025-03-26,Producción
2025.0,"Sincronización de labios y expresiones faciales mediante IA en la película sueca *Watch the Skies* (2022), para adaptar el diálogo del sueco al inglés.
",Crazy Pictures (productora),(Mediavision),Producción,Eficiència producció,Suecia,Video,2025-03-26,Producción
2025.0,"Sincronización de labios y expresiones faciales mediante IA en la película sueca *Watch the Skies* (2022), para adaptar el diálogo del sueco al inglés.
",Crazy Pictures (productora),(Mediavision),Producción,Eficiència producció,Suecia,Texto,2025-03-26,Producción
2025.0,"Sincronización de labios y expresiones faciales mediante IA en la película sueca *Watch the Skies* (2022), para adaptar el diálogo del sueco al inglés.
",Crazy Pictures (productora),(Mediavision),Producción,Eficiència producció,Suecia,Texto,2025-03-26,Producción
2025.0,"Captura automatizada de pantallas: una herramienta de IA automatiza el seguimiento y la documentación de los anuncios publicitarios en diversas plataformas.
",Globe and Mail,(INMA),Producción,Negoci,Canadá,Foto,2025-03-23,Producción
2025.0,"Publicación diaria de un pasatiempo (crucigrama) generado con IA a partir del contenido informativo del medio. Se fomenta la interacción de la audiencia mientras escucha las emisiones.
",BNR Newsradio,(INMA),Producción,Participació,Países Bajos,Texto,2025-03-20,Producción
2025.0,"Asistencia para el equipo de ventas publicitarias: la herramienta con IA ayuda a acceder rápidamente a información de empresas para preparar argumentos comerciales. Utiliza fuentes como webs corporativas, informes y análisis.",Bonnier News,(Dagens Media),Distribución,Negoci,Suecia,Texto,2025-03-20,Distribución
2025.0,"Bulletin, una nueva sección de The Independent, ofrecerá resúmenes cortos generados con IA. Una pequeña redacción de 7 personas gestiona el servicio.",Independent,(Press Gazette),Distribución,"Eficiència producció, Millorar continguts, Difusió, Negoci",Reino Unido,Texto,2025-03-18,Distribución
2025.0,Il Foglio asegura tener el primer diario europeo hecho totalmente con IA. El medio presenta una nueva edición digital redactada íntegramente por sistemas de inteligencia artificial.,Il Foglio,(Guardian),Producción,Eficiència producció,Italia,Texto,2025-03-18,Producción
2025.0,"Ia para apoyo editorial, archivo, resumen de noticias, analisis de decisiones publicas y transcripcion en los medios de Sanoma Media Finland",Sanoma Media Finland,https://numeroidentakaa.com/2025/03/18/sanoma-median-tekoalyopit-ja-konkreettiset-esimerkit-esilla-microsoftin-tapahtumassa-helsingissa/,Producción,ia generativa;pln;resumen automatico;archivo periodistico;transcripcion;analisis de datos;produccion de contenidos,Finlandia,Otros,2025-03-18,Producción
2025.0,Utilización de ChatGPT para imitar la labor de un periodista de investigación y revisar miles de subvenciones para detectar posibles casos de censura ideológica.,ProPublica,(ProPublica),Previa,Eficiència producció,Estados Unidos,Texto,2025-03-13,Previa
2025.0,Utilización de ChatGPT para imitar la labor de un periodista de investigación y revisar miles de subvenciones para detectar posibles casos de censura ideológica.,ProPublica,(ProPublica),Previa,Eficiència producció,Estados Unidos,Foto,2025-03-13,Previa
2025.0,EarthCheckr: IA generativa para la verificación periodística ambiental.,EarthCheckr,https://generative-ai-newsroom.com/earthcheckr-leveraging-generative-ai-for-environmental-journalism-fact-checking-00a7f82fb0a3,Previa,"IA Responsable, Eficiència producció, Millorar continguts",,Verificación,2025-03-12,Previa
2025.0,EarthCheckr: IA generativa para la verificación periodística ambiental.,EarthCheckr,https://generative-ai-newsroom.com/earthcheckr-leveraging-generative-ai-for-environmental-journalism-fact-checking-00a7f82fb0a3,Previa,"IA Responsable, Eficiència producció, Millorar continguts",,Texto,2025-03-12,Previa
2025.0,Native Go es una herramienta con IA para crear publicidad nativa.,Aftonbladet / Schibsted Media,(Linkedin),Producción,,Suecia (Noruega),Texto,2025-03-12,Producción
2025.0,"Creación de vídeo con IA mediante Videofy, para producir vídeos verticales.",VG / Schibsted Media,(Webinar) eina,Producción,"Millorar continguts, Difusió, Eficiència producció",Noruega,Video,2025-03-12,Producción
2025.0,"Scroll.in personalización de noticias: convertir texto en siete formatos diferentes para satisfacer las necesidades de la audiencia. También conversión de contenido de texto a una calculadora, por ejemplo, para simplificar información compleja como las nuevas tarifas fiscales del presupuesto indio. Además, proyecto de “texto a vídeo”.",Scroll.in,https://www.inma.org/blogs/Generative-AI-initiative-newsletter/post.cfm/scroll-in-offers-a-lesson-in-the-personalisation-of-news,Distribución,Difusió,India,Personalización,2025-03-11,Distribución
2025.0,"Scroll.in personalización de noticias: convertir texto en siete formatos diferentes para satisfacer las necesidades de la audiencia. También conversión de contenido de texto a una calculadora, por ejemplo, para simplificar información compleja como las nuevas tarifas fiscales del presupuesto indio. Además, proyecto de “texto a vídeo”.",Scroll.in,https://www.inma.org/blogs/Generative-AI-initiative-newsletter/post.cfm/scroll-in-offers-a-lesson-in-the-personalisation-of-news,Distribución,Difusió,India,Texto,2025-03-11,Distribución
2025.0,Haznos una pregunta – nuevo tipo de búsqueda en Sveriges Radio Play.,Sveriges Radio,https://www.sverigesradio.se/artikel/stall-din-nyhetsfraga-till-oss-ny-typ-av-sok-i-sveriges-radio-play,Distribución,"Participació, Millorar continguts",Suecia,Audio,2025-03-10,Distribución
2025.0,Herramienta de búsqueda con IA para consumidores.,Sveriges Radio,(Sveriges Radio),Distribución,,Suecia,Texto,2025-03-10,Distribución
2025.0,BZ.Echo | Una plataforma de IA a medida para las redacciones de Badische Zeitung.,Badischer Verlag,https://www.inma.org/best-practice/Best-Use-of-AI-for-Internal-Productivity/2025-698/BZ.Echo,Producción,,Alemania,Texto,2025-03-05,Producción
2025.0,"AIAssist: redacción con IA integrada que centraliza los valores del periodismo.
",United Daily News Group,https://www.inma.org/best-practice/Best-Initiative-to-Grow-Subscriptions/2025-41/AIAssist-AI-Embedded-Newsroom-Centralising-Journalism-Values,Producción,"IA Responsable, Millorar continguts",Taiwán,Texto,2025-03-05,Producción
2025.0,Estrategias inteligentes para tiempos difíciles: cómo los datos y la IA ayudan a recuperar ingresos publicitarios.,United Daily News Group,https://www.inma.org/best-practice/Best-Idea-to-Grow-Advertising-Sales/2025-40/Smart-Strategies-for-Tough-Times-How-Data-and-AI-Empower-Publishers-to-Reclaim-Advertising-Revenue,Distribución,"Negoci, Difusió",Taiwán,Otros,2025-03-05,Distribución
2025.0,Estrategias inteligentes para tiempos difíciles: cómo los datos y la IA ayudan a recuperar ingresos publicitarios.,United Daily News Group,https://www.inma.org/best-practice/Best-Idea-to-Grow-Advertising-Sales/2025-40/Smart-Strategies-for-Tough-Times-How-Data-and-AI-Empower-Publishers-to-Reclaim-Advertising-Revenue,Distribución,"Negoci, Difusió",Taiwán,Otros,2025-03-05,Distribución
2025.0,Producción de vídeos a partir de textos de noticias.,A Gazeta do Espírito Santo,(INMA),Producción,"Difusió, Eficiència producció, Millorar continguts",Brasil,Video,2025-03-05,Producción
2025.0,Herramienta de análisis y edición de artículos con IA.,Badischer Verlag,(INMA),Producción,Eficiència producció,Alemania,Texto,2025-03-05,Producción
2025.0,Supervisión de decisiones públicas mediante IA.,Hearst Newspapers,(INMA),Previa,,Estados Unidos,Texto,2025-03-05,Previa
2025.0,"Asistentes integrados en el sistema de publicación que proporcionan información en tiempo real (disrupciones de tráfico, decisiones políticas, etc.).",Russmedia,(INMA),Producción,"Eficiència producció, Millorar continguts",Austria,Texto,2025-03-05,Producción
2025.0,Herramienta de IA para ayudar con el periodismo constructivo.,Constructive Institute,(INMA),Previa,,Dinamarca,Texto,2025-03-05,Previa
2025.0,Monitoreo e informes sobre sostenibilidad social mediante IA.,KG Media,(INMA),Distribución,,Indonesia,Texto,2025-03-05,Distribución
2025.0,El sistema UIP (User Interest Predictions) identifica intereses de usuarios cruzando límites de marca.,Schibsted Media,(INMA),Distribución,"Difusió, Negoci",Noruega,Texto,2025-03-05,Distribución
2025.0,"Cuatro calculadoras con IA: hipoteca, precio de la vivienda, comparador de impuestos, cálculo de préstamos.",Stampen Media,(INMA),Distribución,,Suecia,Texto,2025-03-05,Distribución
2025.0,Herramienta de IA que busca temas en documentos oficiales para generar noticias. Ha aumentado las suscripciones.,Stuff Group,(INMA),Previa,"Millorar continguts, Eficiència producció",Nueva Zelanda,Texto,2025-03-05,Previa
2025.0,Herramienta de IA que busca temas en documentos oficiales para generar noticias. Ha aumentado las suscripciones.,Stuff Group,(INMA),Previa,"Millorar continguts, Eficiència producció",Nueva Zelanda,Análisis / investigación,2025-03-05,Previa
2025.0,Herramienta de IA que busca temas en documentos oficiales para generar noticias. Ha aumentado las suscripciones.,Stuff Group,(INMA),Previa,"Millorar continguts, Eficiència producció",Nueva Zelanda,Análisis / investigación,2025-03-05,Previa
2025.0,"Verificación de la autenticidad de audios con IA (VerificAudio), para garantizar su fiabilidad.",Prisa,(INMA),Previa,"Millorar continguts, Eficiència producció, IA Responsable",España,Verificación,2025-03-05,Previa
2025.0,AI-Powered Travel Planner: planificador de viajes con IA aplicado al marketing de contenidos.,Ringier Axel Springer,(INMA),Previa,,Polonia,Sin categoría,2025-03-05,Previa
,,,,,,,Sin categoría,,Sin fase
2025.0,Transformar la fidelización en el FT con IA y personalización.,FT,https://www.inma.org/best-practice/Best-Initiative-to-Engage-and-Retain-Subscribers/2025-611/Transforming-the-FTs-Subscriber-Retention-Through-AI-and-personalisation,Distribución,"Negoci, Difusió",Reino Unido,Personalización,2025-03-04,Distribución
2025.0,Transformar la fidelización en el FT con IA y personalización.,FT,https://www.inma.org/best-practice/Best-Initiative-to-Engage-and-Retain-Subscribers/2025-611/Transforming-the-FTs-Subscriber-Retention-Through-AI-and-personalisation,Distribución,"Negoci, Difusió",Reino Unido,Personalización,2025-03-04,Distribución
2025.0,Russmedia apuesta por la IA 2.0.,Russmedia,https://www.inma.org/best-practice/Best-Use-of-AI-for-Internal-Productivity/2025-397/Russmedia-Meets-AI-2.0,Producción,,Austria,Texto,2025-03-03,Producción
2025.0,Russmedia apuesta por la IA 2.0.,Russmedia,https://www.inma.org/best-practice/Best-Use-of-AI-for-Internal-Productivity/2025-397/Russmedia-Meets-AI-2.0,Producción,,Austria,Texto,2025-03-03,Producción
2025.0,"Sistemas de recomendación mejorados: recomendaciones en tiempo real, análisis de comportamiento y emociones, mejor presentación de productos.",Ekstra Bladet,(Wan-Ifra),Distribución,Difusió,Dinamarca,Otros,2025-03-02,Distribución
2025.0,"Sistemas de recomendación mejorados: recomendaciones en tiempo real, análisis de comportamiento y emociones, mejor presentación de productos.",Ekstra Bladet,(Wan-Ifra),Distribución,Difusió,Dinamarca,Otros,2025-03-02,Distribución
2025.0,"Sistemas de recomendación mejorados: recomendaciones en tiempo real, análisis de comportamiento y emociones, mejor presentación de productos.",Ekstra Bladet,(Wan-Ifra),Distribución,Difusió,Dinamarca,Personalización,2025-03-02,Distribución
2025.0,Ringier Eslovaquia amplía el uso de la IA para diversificar.,Ringier Slovakia,https://newsinitiative.withgoogle.com/resources/stories/ringier-slovakia-builds-out-ai-to-diversify/,Distribución,Difusió,Eslovaquia,Texto,2025-02-26,Distribución
2025.0,Ask Iltalehti — bot para consumidores.,Iltalehti,(Iltalehti),Distribución,"Participació, Millorar continguts",Finlandia,Foto,2025-02-18,Distribución
2025.0,Una pequeña redacción nigeriana investiga inundaciones con IA.,The Colonist Report,https://reutersinstitute.politics.ox.ac.uk/news/how-small-nigerian-newsroom-used-ai-flooding-investigation,Previa,Millorar continguts,Nigeria,Análisis / investigación,2025-02-17,Previa
2025.0,Una pequeña redacción nigeriana investiga inundaciones con IA.,The Colonist Report,https://reutersinstitute.politics.ox.ac.uk/news/how-small-nigerian-newsroom-used-ai-flooding-investigation,Previa,Millorar continguts,Nigeria,Análisis / investigación,2025-02-17,Previa
2025.0,"«Djinn», interfaz de periodismo de datos con IA para agilizar la búsqueda, análisis y resúmenes de documentos y detectar historias exclusivas",iTromsø (Polaris Media),https://www.newsroomrobots.com/p/building-ai-tools-for-investigative,Previa,Eficiencia producción,Noruega,Análisis / investigación,2025-02-17,Previa
2025.0,"«Djinn», interfaz de periodismo de datos con IA para agilizar la búsqueda, análisis y resúmenes de documentos y detectar historias exclusivas",iTromsø (Polaris Media),https://www.newsroomrobots.com/p/building-ai-tools-for-investigative,Previa,Eficiencia producción,Noruega,Análisis / investigación,2025-02-17,Previa
2025.0,"Conjunto de herramientas comerciales de IA y herramienta propia Echo para transcripción, síntesis de voz y vídeos.",New York Times,(Semafor),Previa,,Estados Unidos,Texto,2025-02-17,Previa
2025.0,"Conjunto de herramientas comerciales de IA y herramienta propia Echo para transcripción, síntesis de voz y vídeos.",New York Times,(Semafor),Previa,,Estados Unidos,Video,2025-02-17,Previa
2025.0,"Conjunto de herramientas comerciales de IA y herramienta propia Echo para transcripción, síntesis de voz y vídeos.",New York Times,(Semafor),Previa,,Estados Unidos,Audio,2025-02-17,Previa
2025.0,Cómo la IA puede ayudar a los verificadores de hechos.,Full Fact,https://fullfact.org/blog/2025/feb/how-ai-can-help-fact-checkers/,Producción,,Reino Unido,Verificación,2025-02-11,Producción
2025.0,"Proyectos piloto de IA en Sanoma Learning, incluidas encuestas automatizadas y herramientas text-to-speech para exámenes.",Sanoma,(Sanoman tilinpäätöstiedote),,,Finlandia,Texto,2025-02-11,Sin fase
2025.0,"Proyectos piloto de IA en Sanoma Learning, incluidas encuestas automatizadas y herramientas text-to-speech para exámenes.",Sanoma,(Sanoman tilinpäätöstiedote),,,Finlandia,Video,2025-02-11,Sin fase
2025.0,"Proyectos piloto de IA en Sanoma Learning, incluidas encuestas automatizadas y herramientas text-to-speech para exámenes.",Sanoma,(Sanoman tilinpäätöstiedote),,,Finlandia,Audio,2025-02-11,Sin fase
2025.0,"Proyectos piloto de IA en Sanoma Learning, incluidas encuestas automatizadas y herramientas text-to-speech para exámenes.",Sanoma,(Sanoman tilinpäätöstiedote),,,Finlandia,Otros,2025-02-11,Sin fase
2025.0,"Proyectos piloto de IA en Sanoma Learning, incluidas encuestas automatizadas y herramientas text-to-speech para exámenes.",Sanoma,(Sanoman tilinpäätöstiedote),,,Finlandia,Otros,2025-02-11,Sin fase
2025.0,Convertir textos largos en multimedia con IA generativa.,PCIJ,https://generative-ai-newsroom.com/transforming-longform-text-into-multimedia-using-generative-ai-5cc50fa9b460,Distribución,Difusió,Filipinas,Texto,2025-02-05,Distribución
2025.0,Convertir textos largos en multimedia con IA generativa.,PCIJ,https://generative-ai-newsroom.com/transforming-longform-text-into-multimedia-using-generative-ai-5cc50fa9b460,Distribución,Difusió,Filipinas,Personalización,2025-02-05,Distribución
2025.0,"Múltiples herramientas de IA para redacción y producción: titulares, SEO, traducción, chat, ideas de reportaje, simplificación, tendencias de noticias, etc.",Alma Media,(Traficom),Producción,,Finlandia,Texto,2025-02-05,Producción
2025.0,"Uso de ia generativa para analizar, clasificar y medir el impacto periodistico mediante el seguimiento automatizado de menciones y citaciones en medios",Agência Pública,https://www.journalismai.info/blog/using-genai-to-understand-impact-of-journalism-the-agncia-pblica-story,Distribución,ia generativa;pln;analisis de impacto;clasificacion automatica;monitoreo de medios;investigacion periodistica,Brasil,Otros,2025-02-04,Distribución
2025.0,RTVE en catalán con voces sintéticas.,RTVE,https://www.rtveia.es/meteo/el-soleras-25206.html?date=20241225,Distribución,,España,Accesibilidad,2025-02-03,Distribución
2025.0,Uso del toolkit Laio para generar y distribuir un podcast diario en ingles con noticias locales para la audiencia internacional de Maastricht,Dagblad De Limburger,https://ioplus.nl/en/posts/the-week-of-io-new-steps-for-laio-and-lots-of-chip-news,Producción,ia generativa;pln;generacion de audio;podcast;produccion de contenidos;interaccion con audiencias,Países Bajos,Otros,2025-02-02,Producción
2025.0,Herramienta de análisis automático de documentos municipales e identificación de temas y discusiones.,Helsingborgs Dagblad,(Dagens Media),Previa,,Suecia,Texto,2025-02-02,Previa
2025.0,Mitt i bruset AI: herramienta que responde preguntas basadas en entrevistas a líderes empresariales suecos.,Dagens Industri/Di Digital,(Dagens Media),Distribución,,Suecia,Texto,2025-02-02,Distribución
2025.0,SEO Content Generator: genera contenido deportivo optimizado para SEO.,Eversport Media Group,(Dagens Media),Producción,Difusió,Suecia,Texto,2025-02-02,Producción
2025.0,Notisgenerator (News Flash Generator). Genera automáticamente noticias sobre informes policiales y avisos de seguridad.,Tidningar i Norr,(Dagens Media),Producción,Difusió,Suecia,Texto,2025-02-02,Producción
2025.0,Aftonbladet Podcast Studio. Convierte pódcast en texto en 15 minutos mediante IA.,Aftonbladet/Schibsted Media,(Dagens Media),Producción,Difusió,Suecia,Texto,2025-02-02,Producción
2025.0,Aftonbladet Podcast Studio. Convierte pódcast en texto en 15 minutos mediante IA.,Aftonbladet/Schibsted Media,(Dagens Media),Producción,Difusió,Suecia,Audio,2025-02-02,Producción
2025.0,Chef GPT. Genera artículos de liderazgo en 10 minutos como respuesta a consultas específicas.,Tidningen Chef,(Dagens Media),Producción,Difusió,Suecia,Audio,2025-02-02,Producción
2025.0,Chef GPT. Genera artículos de liderazgo en 10 minutos como respuesta a consultas específicas.,Tidningen Chef,(Dagens Media),Producción,Difusió,Suecia,Texto,2025-02-02,Producción
2025.0,AI-kompositen. Genera automáticamente titulares y resumen para SEO.,NTM Media,(Dagens Media),Producción,Difusió,Suecia,Texto,2025-02-02,Producción
2025.0,AI-kompositen. Genera automáticamente titulares y resumen para SEO.,NTM Media,(Dagens Media),Producción,Difusió,Suecia,Audio,2025-02-02,Producción
2025.0,Nyhetskollen. Convierte noticias nocturnas en pódcast matinal para periodistas y reescribe el texto en formato conversacional.,HD-Sydsvenskan,(Dagens Media),Producción,Difusió,Suecia,Texto,2025-02-02,Producción
2025.0,Nyhetskollen. Convierte noticias nocturnas en pódcast matinal para periodistas y reescribe el texto en formato conversacional.,HD-Sydsvenskan,(Dagens Media),Producción,Difusió,Suecia,Audio,2025-02-02,Producción
2025.0,Automated Verification. Verifica identidad de los atletas y otros datos sin intervención manual.,Eltorrespecs,(Dagens Media),Previa,"Millorar continguts, IA Responsable, Eficiència producció",Suecia,Verificación,2025-02-02,Previa
2025.0,Aftonbladet Daily Arabic. Traduce pódcast al árabe y genera versiones de audio con voz sintética.,Aftonbladet/Schibsted Media,(Dagens Media),Producción,Difusió,Suecia,Texto,2025-02-02,Producción
2025.0,Aftonbladet Daily Arabic. Traduce pódcast al árabe y genera versiones de audio con voz sintética.,Aftonbladet/Schibsted Media,(Dagens Media),Producción,Difusió,Suecia,Audio,2025-02-02,Producción
2025.0,Listen to Top News. Lee en voz alta las 5 noticias más populares entre las 7 y las 11 de la mañana.,NTM Media,(Dagens Media),Producción,Difusió,Suecia,Texto,2025-02-02,Producción
2025.0,Listen to Top News. Lee en voz alta las 5 noticias más populares entre las 7 y las 11 de la mañana.,NTM Media,(Dagens Media),Producción,Difusió,Suecia,Audio,2025-02-02,Producción
2025.0,Valkompassen. Responde preguntas relativas a las elecciones suecas (más de 150.000 preguntas ya gestionadas).,Aftonbladet/Schibsted Media,(Dagens Media),Producción,"Participació, Millorar continguts",Suecia,Texto,2025-02-02,Producción
2025.0,Quizmakaren (The Quiz Maker). Genera cuestionarios basados en artículos publicados para mejorar la participación.,Tidningar i Norr,(Dagens Media),Producción,Participació,Suecia,Texto,2025-02-02,Producción
2025.0,"Listen to Hippson. Convierte artículos deportivos en archivos de audio leídos con la voz sintética del redactor jefe.
",Hippson/Every Sport,(Dagens Media),Producción,Difusió,Suecia,Accesibilidad,2025-02-02,Producción
2025.0,"Listen to Hippson. Convierte artículos deportivos en archivos de audio leídos con la voz sintética del redactor jefe.
",Hippson/Every Sport,(Dagens Media),Producción,Difusió,Suecia,Audio,2025-02-02,Producción
2025.0,Traducción local con IA: qué ha aprendido el CPI.,Centro de Periodismo Investigativo (CPI),https://medium.com/american-journalism-project/unlocking-the-future-of-translation-for-local-journalism-lessons-from-cpis-ai-experiment-7e9e1c7578e0,Distribución,,Puerto Rico,Sin categoría,2025-01-31,Distribución
2023.0,"Herramienta ntegrada en el flujo de produccion para automatizar investigacion, transcripcion y generacion de imagenes en contenidos nativos y comerciales",Bonnier News,https://newsinitiative.withgoogle.com/en-gb/resources/stories/bonnier-news-launches-genai-tool-in-record-time/,Producción,ia generativa;pln;automatizacion de tareas;transcripcion;generacion de imagenes;produccion de contenidos,Suecia,Otros,2023-10-01,Producción
2025.0,Cómo la IA ayudó al equipo de viajes a analizar la lista de lugares recomendados.,The New York Times,https://www.nytimes.com/2025/01/19/travel/how-ai-tools-helped-the-travel-team-study-its-places-to-go-lists.html,Previa,,Estados Unidos,Sin categoría,2025-01-19,Previa
2025.0,Assembly: transformando la cobertura de reuniones públicas con IA.,Hearst Newspapers,https://www.inma.org/best-practice/Best-Use-of-AI-for-Internal-Productivity/2025-127/Assembly-Using-AI-to-Transform-Coverage-of-Public-Meetings,Prèvia,,Estados Unidos,Sin categoría,2025-01-16,Previa
2025.0,Bloomberg lanza un sistema de resúmenes con IA para contenidos informativos.,Bloomberg,https://www.bloomberg.com/company/press/bloomberg-launches-gen-ai-summarization-for-news-content/,Producció,Difusió,Global,Texto,2025-01-15,Producción
2025.0,Creando una experiencia informativa centrada en el usuario.,Il Sole 24 Ore,https://newsinitiative.withgoogle.com/en-gb/resources/stories/creating-a-more-user-centric-news-experience,Distribució,,Italia,Personalización,2025-01-10,Distribución
2025.0,NTM lanza noticias automatizadas en audio con IA.,NTM Media,https://www.inma.org/blogs/value-content/post.cfm/ntm-launches-ai-powered-automated-audio-news,Producció,Difusió,Suecia,Audio,2025-01-05,Producción
2025.0,Cadena Ser recrea con IA la voz original del músico Kepa Junkera tras un ictus,Cadena Ser,https://www.linkedin.com/pulse/journalism-today-16-october-2024-reutersinstitute-thjgf/?trackingId=gMY%2Fm0%2BKSFOA980XYJuHog%3D%3D,Producción,España,España,Audio,2025-08-10,Producción
2024.0,Sobre el chatbot con IA de TIME.,TIME,https://time.com/7201512/time-ai-chatbot-about/,Producción,"Difusió, Participació",Estados Unidos,Texto,2024-12-11,Producción
2024.0,E24 apuesta por la cooperación para maximizar el potencial de la IA.,E24,https://www.inma.org/blogs/media-leaders/post.cfm/e24-embraces-cooperation-to-maximise-ai-s-potential,Previa,,Noruega,Análisis / investigación,2024-12-08,Previa
2024.0,E24 apuesta por la cooperación para maximizar el potencial de la IA.,E24,https://www.inma.org/blogs/media-leaders/post.cfm/e24-embraces-cooperation-to-maximise-ai-s-potential,Previa,,Noruega,Análisis / investigación,2024-12-08,Previa
2024.0,Dentro del sistema de detección de temas con IA del FT.,FT,https://medium.com/ft-product-technology/inside-the-fts-ai-powered-story-finding-efe6d154f20b,Previa,,Reino Unido,Sin categoría,2024-11-28,Previa
2024.0,Herramienta automática de corrección gramatical con IA (Language Tool) que sugiere mejoras lingüísticas en textos periodísticos,Diari Ara,https://www.youtube.com/watch?v=cmBMgNb6CwQ,Producción,Mejorar contenidos,España,Texto,2024-10-31,Producción
2024.0,Transcripción automática de audio a texto con IA para agilizar el trabajo periodístico,Diari Ara,https://www.youtube.com/watch?v=cmBMgNb6CwQ,Previa,Eficiencia producción,España,Audio,2024-10-31,Previa
2024.0,Análisis con IA de la eficiencia de las noticias y de los datos de audiencia para orientar la estrategia editorial,Diari Ara,https://www.youtube.com/watch?v=cmBMgNb6CwQ,Distribución,Eficiencia producción,España,Otros,2024-10-31,Distribución
2024.0,Análisis con IA de la eficiencia de las noticias y de los datos de audiencia para orientar la estrategia editorial,Diari Ara,https://www.youtube.com/watch?v=cmBMgNb6CwQ,Distribución,Eficiencia producción,España,Otros,2024-10-31,Distribución
2024.0,Un GPT personalizado para analizar el presupuesto nacional de Filipinas.,Jaemark Tordecilla,https://generative-ai-newsroom.com/teaching-a-customgpt-to-help-inspect-the-philippine-national-budget-2acadd25a172,Previa,,Filipinas,Sin categoría,2024-11-25,Previa
2024.0,Proyecto VERDAD: IA para detectar desinformación en la radio con Gemini 1.5.,Public Data Works,https://simonwillison.net/2024/Nov/7/project-verdad/,Previa,,Estados Unidos,Sin categoría,2024-11-07,Previa
2024.0,Aos Fatos utiliza IA generativa para ofrecer información verificada.,Aos Fatos,https://www.journalismai.info/blog/a7179akynhl5ocvo75xryautpr4azf,Distribución,,Brasil,Sin categoría,2024-11-01,Distribución
2024.0,Detrás del movimiento que sustenta las mentiras electorales de Trump.,New York Times,https://www.nytimes.com/interactive/2024/10/28/us/politics/inside-the-movement-behind-trumps-election-lies.html?unlocked_article_code=1.Vk4.ucv9.dbHVquTQaf0G&smid=nytcore-ios-share&referringSource=articleShare,Previa,,Estados Unidos,Sin categoría,2024-10-29,Previa
2024.0,Cómo The Times of India personaliza más de 1.500 noticias diarias.,Times of India,https://journalists.org/resources/case-study-how-the-times-of-india-brings-real-time-personalization-to-1500-daily-news-stories/,Distribución,,India,Sin categoría,2024-10-29,Distribución
2024.0,LN Audio: ahora también puedes escuchar a tus autores preferidos.,La Nación,https://www.lanacion.com.ar/sociedad/ln-audio-ya-podes-leer-a-tus-autores-favoritos-ahora-los-vas-a-poder-escuchar-nid28102024/ | https://www.inma.org/best-practice/Best-New-Audio-Voice-Product-or-Feature/2025-218/AI-Author-Voices,Distribución,,Argentina,Sin categoría,2024-10-28,Distribución
2024.0,Análisis con IA de fuentes abiertas sobre la guerra en Ucrania.,BBC,https://journalists.org/resources/case-study-using-ai-to-analyze-open-source-intelligence-in-ukraine-war-reporting/,Previa,,Reino Unido,Sin categoría,2024-10-22,Previa
2024.0,Método mixto para evaluar recomendadores de noticias fuera de línea.,DER SPIEGEL,https://towardsdatascience.com/a-mixed-methods-approach-to-offline-evaluation-of-news-recommender-systems-7dc7e9f0b501,Distribución,,Alemania,Sin categoría,2024-10-11,Distribución
2024.0,Aftonbladet crea herramientas editoriales con IA y un chatbot electoral.,Aftonbladet,https://journalists.org/resources/case-study-swedens-aftonbladet-built-ai-driven-editorial-tools-and-an-election-chatbot/,Previa,,Suecia,Sin categoría,2024-10-08,Previa
2024.0,Bayerischer Rundfunk personaliza noticias de radio por localización con periodismo modular.,Bayerischer Rundfunk,https://journalists.org/resources/case-study-how-bayerischer-rundfunk-used-modular-journalism-to-personalize-radio-news-based-on-location/,Distribución,,Alemania,Sin categoría,2024-10-01,Distribución
